id,name,type,price,shipping_price,description_length,reviews,product_images,product_videos,advertisement,date_listed,user_id,item_id,date_created,date_cart_transition,total_days_before_cart_creation,became_order
239,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,239,10,2025-03-15,2025-03-15,62.0,0
240,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,240,8,2025-03-18,2025-03-18,54.0,1
241,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,241,14,2025-03-23,2025-03-30,70.0,0
242,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,242,4,2025-03-21,2025-03-21,65.0,1
243,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,243,6,2025-03-24,2025-03-24,68.0,1
244,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,244,11,2025-03-30,2025-04-06,63.0,0
245,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,245,9,2025-04-01,2025-04-01,74.0,1
246,game,software,468.83,0,385,158,2,14,28296,2025-01-10,246,7,2025-03-15,2025-03-22,64.0,0
247,game,software,468.83,0,385,158,2,14,28296,2025-01-10,247,7,2025-03-24,2025-03-24,73.0,1
248,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,248,14,2025-04-03,2025-04-10,81.0,0
249,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,249,3,2025-03-25,2025-03-25,75.0,1
250,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,250,5,2025-03-14,2025-03-14,49.0,1
251,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,251,1,2025-03-06,2025-03-06,60.0,0
252,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,252,13,2025-03-19,2025-03-19,59.0,1
253,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,253,14,2025-03-18,2025-03-18,65.0,0
254,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,254,1,2025-03-14,2025-03-21,68.0,0
255,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,255,5,2025-03-31,2025-03-31,66.0,1
256,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,256,10,2025-03-21,2025-03-28,68.0,0
257,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,257,14,2025-03-24,2025-03-31,71.0,0
258,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,258,12,2025-03-28,2025-03-28,69.0,1
259,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,259,14,2025-03-23,2025-03-23,70.0,0
260,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,260,3,2025-03-28,2025-03-28,78.0,0
261,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,261,5,2025-03-29,2025-03-29,64.0,1
262,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,262,15,2025-03-18,2025-03-25,53.0,0
263,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,263,4,2025-03-24,2025-03-24,68.0,1
264,game,software,468.83,0,385,158,2,14,28296,2025-01-10,264,7,2025-03-26,2025-04-02,75.0,0
265,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,265,15,2025-03-16,2025-03-16,51.0,1
266,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,266,15,2025-03-26,2025-04-02,61.0,0
267,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,267,6,2025-03-11,2025-03-11,55.0,1
268,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,268,3,2025-04-01,2025-04-01,82.0,0
269,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,269,1,2025-03-14,2025-03-21,68.0,0
270,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,270,2,2025-03-21,2025-03-21,51.0,1
271,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,271,14,2025-03-22,2025-03-22,69.0,0
272,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,272,9,2025-03-25,2025-03-25,67.0,1
273,game,software,468.83,0,385,158,2,14,28296,2025-01-10,273,7,2025-04-04,2025-04-11,84.0,0
274,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,274,9,2025-04-01,2025-04-01,74.0,1
275,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,275,12,2025-04-04,2025-04-04,76.0,1
276,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,276,15,2025-03-08,2025-03-08,43.0,0
277,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,277,11,2025-03-22,2025-03-22,55.0,0
278,game,software,468.83,0,385,158,2,14,28296,2025-01-10,278,7,2025-03-19,2025-03-19,68.0,0
279,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,279,5,2025-03-12,2025-03-12,47.0,1
280,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,280,9,2025-03-18,2025-03-18,60.0,1
281,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,281,9,2025-03-22,2025-03-22,64.0,1
282,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,282,2,2025-03-27,2025-03-27,57.0,1
283,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,283,1,2025-03-27,2025-03-27,81.0,0
284,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,284,6,2025-03-20,2025-03-20,64.0,1
285,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,285,12,2025-03-10,2025-03-10,51.0,1
286,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,286,11,2025-03-19,2025-03-26,52.0,0
287,game,software,468.83,0,385,158,2,14,28296,2025-01-10,287,7,2025-04-02,2025-04-09,82.0,0
288,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,288,15,2025-03-12,2025-03-12,47.0,0
289,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,289,4,2025-03-14,2025-03-14,58.0,1
290,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,290,11,2025-03-28,2025-04-04,61.0,0
291,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,291,10,2025-03-24,2025-03-24,71.0,0
292,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,292,4,2025-03-19,2025-03-19,63.0,1
293,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,293,12,2025-04-04,2025-04-04,76.0,1
294,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,294,14,2025-04-01,2025-04-01,79.0,0
295,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,295,12,2025-04-05,2025-04-05,77.0,1
296,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,296,8,2025-03-14,2025-03-14,50.0,1
297,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,297,11,2025-03-18,2025-03-18,51.0,0
298,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,298,5,2025-03-28,2025-03-28,63.0,1
299,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,299,5,2025-03-29,2025-03-29,64.0,1
300,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,300,9,2025-04-02,2025-04-02,75.0,1
301,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,301,15,2025-03-19,2025-03-26,54.0,0
302,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,302,10,2025-03-23,2025-03-23,70.0,0
303,game,software,468.83,0,385,158,2,14,28296,2025-01-10,303,7,2025-03-31,2025-04-07,80.0,0
304,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,304,10,2025-03-30,2025-04-06,77.0,0
305,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,305,3,2025-03-31,2025-03-31,81.0,1
306,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,306,8,2025-03-21,2025-03-21,57.0,1
307,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,307,1,2025-03-29,2025-03-29,83.0,0
308,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,308,13,2025-03-27,2025-03-27,67.0,1
309,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,309,13,2025-03-21,2025-03-21,61.0,1
310,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,310,11,2025-03-22,2025-03-29,55.0,0
311,game,software,468.83,0,385,158,2,14,28296,2025-01-10,311,7,2025-03-27,2025-04-03,76.0,0
312,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,312,15,2025-03-28,2025-03-28,63.0,1
313,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,313,8,2025-03-30,2025-03-30,66.0,1
314,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,314,6,2025-03-24,2025-03-24,68.0,1
315,game,software,468.83,0,385,158,2,14,28296,2025-01-10,315,7,2025-03-18,2025-03-18,67.0,0
316,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,316,15,2025-03-26,2025-03-26,61.0,1
317,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,317,6,2025-04-05,2025-04-05,80.0,1
318,game,software,468.83,0,385,158,2,14,28296,2025-01-10,318,7,2025-03-22,2025-03-22,71.0,0
319,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,319,2,2025-03-09,2025-03-09,39.0,1
320,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,320,13,2025-03-29,2025-03-29,69.0,1
321,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,321,8,2025-04-04,2025-04-04,71.0,0
322,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,322,2,2025-04-03,2025-04-03,64.0,1
323,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,323,10,2025-03-27,2025-04-03,74.0,0
324,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,324,9,2025-03-20,2025-03-20,62.0,1
325,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,325,5,2025-04-01,2025-04-01,67.0,1
326,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,326,13,2025-03-23,2025-03-23,63.0,0
327,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,327,8,2025-03-22,2025-03-29,58.0,0
328,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,328,15,2025-03-19,2025-03-19,54.0,1
329,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,329,8,2025-03-25,2025-03-25,61.0,0
330,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,330,9,2025-04-05,2025-04-05,78.0,1
331,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,331,3,2025-03-28,2025-03-28,78.0,1
332,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,332,1,2025-03-21,2025-03-21,75.0,0
333,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,333,5,2025-03-19,2025-03-19,54.0,1
334,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,334,3,2025-03-28,2025-04-04,78.0,0
335,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,335,4,2025-03-28,2025-03-28,72.0,1
336,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,336,15,2025-04-02,2025-04-02,68.0,1
337,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,337,14,2025-03-24,2025-03-24,71.0,0
338,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,338,12,2025-03-21,2025-03-21,62.0,1
339,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,339,3,2025-03-10,2025-03-17,60.0,0
340,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,340,1,2025-04-01,2025-04-01,86.0,0
341,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,341,15,2025-03-18,2025-03-18,53.0,0
342,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,342,14,2025-03-28,2025-04-04,75.0,0
343,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,343,12,2025-03-23,2025-03-23,64.0,1
344,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,344,5,2025-03-16,2025-03-16,51.0,1
345,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,345,11,2025-03-21,2025-03-28,54.0,0
346,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,346,6,2025-03-23,2025-03-23,67.0,1
347,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,347,13,2025-03-27,2025-03-27,67.0,1
348,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,348,13,2025-03-20,2025-03-20,60.0,1
349,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,349,15,2025-03-12,2025-03-19,47.0,0
350,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,350,5,2025-03-29,2025-03-29,64.0,1
351,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,351,14,2025-03-29,2025-03-29,76.0,0
352,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,352,12,2025-03-17,2025-03-17,58.0,1
353,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,353,10,2025-03-19,2025-03-19,66.0,0
354,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,354,14,2025-03-29,2025-03-29,76.0,0
355,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,355,3,2025-03-31,2025-03-31,81.0,1
356,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,356,9,2025-03-20,2025-03-20,62.0,1
357,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,357,8,2025-03-12,2025-03-19,48.0,0
358,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,358,4,2025-03-06,2025-03-06,50.0,1
359,game,software,468.83,0,385,158,2,14,28296,2025-01-10,359,7,2025-03-12,2025-03-19,61.0,0
360,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,360,6,2025-03-21,2025-03-21,65.0,1
361,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,361,12,2025-03-16,2025-03-16,57.0,1
362,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,362,10,2025-03-21,2025-03-28,68.0,0
363,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,363,11,2025-03-22,2025-03-22,55.0,0
364,game,software,468.83,0,385,158,2,14,28296,2025-01-10,364,7,2025-03-15,2025-03-22,64.0,0
365,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,365,3,2025-03-27,2025-03-27,77.0,0
366,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,366,8,2025-03-29,2025-03-29,65.0,1
367,game,software,468.83,0,385,158,2,14,28296,2025-01-10,367,7,2025-03-11,2025-03-11,60.0,0
368,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,368,1,2025-03-20,2025-03-27,74.0,0
369,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,369,15,2025-03-21,2025-03-28,56.0,0
370,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,370,2,2025-03-14,2025-03-14,44.0,1
371,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,371,8,2025-03-11,2025-03-11,47.0,0
372,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,372,9,2025-03-27,2025-03-27,69.0,1
373,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,373,3,2025-03-18,2025-03-25,68.0,0
374,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,374,14,2025-04-03,2025-04-03,81.0,0
375,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,375,6,2025-04-02,2025-04-02,77.0,1
376,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,376,2,2025-04-01,2025-04-01,62.0,1
377,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,377,14,2025-04-01,2025-04-01,79.0,0
378,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,378,4,2025-03-21,2025-03-21,65.0,1
379,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,379,11,2025-03-31,2025-03-31,64.0,0
380,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,380,9,2025-03-06,2025-03-06,48.0,1
381,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,381,15,2025-03-07,2025-03-07,42.0,0
382,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,382,11,2025-03-24,2025-03-31,57.0,0
383,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,383,15,2025-03-13,2025-03-13,48.0,1
384,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,384,3,2025-03-21,2025-03-21,71.0,1
385,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,385,3,2025-04-02,2025-04-02,83.0,0
386,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,386,14,2025-03-19,2025-03-19,66.0,0
387,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,387,14,2025-03-16,2025-03-23,63.0,0
388,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,388,14,2025-03-25,2025-04-01,72.0,0
389,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,389,13,2025-03-13,2025-03-13,53.0,0
390,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,390,5,2025-03-20,2025-03-20,55.0,1
391,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,391,13,2025-03-19,2025-03-19,59.0,1
392,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,392,11,2025-03-21,2025-03-21,54.0,0
393,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,393,2,2025-03-29,2025-03-29,59.0,1
394,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,394,1,2025-03-31,2025-04-07,85.0,0
395,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,395,11,2025-03-27,2025-03-27,60.0,0
396,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,396,8,2025-04-02,2025-04-02,69.0,1
397,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,397,4,2025-03-25,2025-03-25,69.0,1
398,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,398,4,2025-03-23,2025-03-23,67.0,1
399,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,399,3,2025-03-24,2025-03-24,74.0,1
400,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,400,5,2025-03-24,2025-03-24,59.0,1
401,game,software,468.83,0,385,158,2,14,28296,2025-01-10,401,7,2025-03-23,2025-03-30,72.0,0
402,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,402,10,2025-03-26,2025-04-02,73.0,0
403,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,403,6,2025-03-19,2025-03-19,63.0,1
404,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,404,11,2025-04-05,2025-04-05,69.0,0
405,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,405,10,2025-03-20,2025-03-27,67.0,0
406,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,406,3,2025-03-28,2025-04-04,78.0,0
407,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,407,4,2025-03-02,2025-03-02,46.0,1
408,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,408,12,2025-03-09,2025-03-09,50.0,1
409,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,409,2,2025-03-19,2025-03-19,49.0,1
410,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,410,10,2025-03-20,2025-03-20,67.0,0
411,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,411,12,2025-03-30,2025-03-30,71.0,1
412,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,412,11,2025-03-24,2025-03-24,57.0,0
413,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,413,4,2025-03-18,2025-03-18,62.0,1
414,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,414,2,2025-04-03,2025-04-03,64.0,1
415,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,415,3,2025-03-17,2025-03-17,67.0,0
416,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,416,3,2025-03-30,2025-04-06,80.0,0
417,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,417,8,2025-03-26,2025-03-26,62.0,0
418,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,418,4,2025-03-16,2025-03-16,60.0,1
419,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,419,11,2025-04-05,2025-04-05,69.0,0
420,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,420,14,2025-03-24,2025-03-31,71.0,0
421,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,421,14,2025-03-06,2025-03-06,53.0,0
422,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,422,13,2025-03-09,2025-03-09,49.0,1
423,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,423,1,2025-03-18,2025-03-25,72.0,0
424,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,424,4,2025-03-21,2025-03-21,65.0,1
425,game,software,468.83,0,385,158,2,14,28296,2025-01-10,425,7,2025-03-17,2025-03-17,66.0,0
426,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,426,2,2025-03-20,2025-03-20,50.0,1
427,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,427,3,2025-03-21,2025-03-21,71.0,1
428,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,428,9,2025-04-01,2025-04-01,74.0,1
429,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,429,13,2025-03-24,2025-03-24,64.0,1
430,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,430,6,2025-03-19,2025-03-19,63.0,1
431,game,software,468.83,0,385,158,2,14,28296,2025-01-10,431,7,2025-03-29,2025-03-29,78.0,0
432,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,432,5,2025-03-19,2025-03-19,54.0,1
433,game,software,468.83,0,385,158,2,14,28296,2025-01-10,433,7,2025-03-29,2025-03-29,78.0,1
434,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,434,2,2025-03-13,2025-03-13,43.0,1
435,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,435,3,2025-03-14,2025-03-21,64.0,0
436,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,436,12,2025-03-31,2025-03-31,72.0,1
437,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,437,5,2025-03-11,2025-03-11,46.0,1
438,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,438,3,2025-03-26,2025-03-26,76.0,1
439,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,439,6,2025-03-08,2025-03-08,52.0,1
440,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,440,14,2025-03-21,2025-03-21,68.0,0
441,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,441,6,2025-03-21,2025-03-21,65.0,1
442,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,442,4,2025-03-22,2025-03-22,66.0,1
443,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,443,13,2025-03-19,2025-03-19,59.0,1
444,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,444,10,2025-03-27,2025-03-27,74.0,0
445,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,445,8,2025-03-04,2025-03-11,40.0,0
446,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,446,2,2025-03-19,2025-03-19,49.0,1
447,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,447,1,2025-03-29,2025-04-05,83.0,0
448,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,448,15,2025-03-29,2025-03-29,64.0,1
449,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,449,6,2025-04-04,2025-04-04,79.0,1
450,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,450,1,2025-03-24,2025-03-31,78.0,0
451,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,451,3,2025-03-25,2025-03-25,75.0,0
452,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,452,4,2025-03-26,2025-03-26,70.0,1
453,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,453,5,2025-03-14,2025-03-14,49.0,1
454,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,454,6,2025-03-20,2025-03-20,64.0,1
455,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,455,5,2025-03-25,2025-03-25,60.0,1
456,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,456,14,2025-03-16,2025-03-16,63.0,0
457,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,457,5,2025-03-20,2025-03-20,55.0,1
458,game,software,468.83,0,385,158,2,14,28296,2025-01-10,458,7,2025-04-03,2025-04-10,83.0,0
459,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,459,6,2025-03-23,2025-03-23,67.0,1
460,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,460,3,2025-03-21,2025-03-21,71.0,1
461,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,461,4,2025-03-23,2025-03-23,67.0,1
462,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,462,12,2025-03-26,2025-03-26,67.0,1
463,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,463,11,2025-03-06,2025-03-13,39.0,0
464,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,464,4,2025-03-16,2025-03-16,60.0,1
465,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,465,11,2025-03-23,2025-03-30,56.0,0
